CONTAINER_ID,LINE_CODE,CONTAINER_DATE,DATE,DAY,TIME,AM/PM,CONTAINER_TYPE_CODE,CONTAINER_TYPE,CONTAINER_ISO_CODE,CONTAINER_LENGTH,CONTAINER_HEIGHT,CONTAINER_WIDTH,VENTILATION,DANGEROUS_TRANSPORT,DESIGNATION_CODE,DESIGNATION
TRLU7260162,ESL,6/10/2024,6/10/2024,Monday,5:22:51,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
ESDU8794526,MLH,5/6/2024,5/6/2024,Monday,0:30:15,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU1097734,HLL,10/31/2024,10/31/2024,Thursday,17:50:26,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU8289454,ESL,12/29/2024,12/29/2024,Sunday,9:26:41,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU9356566,NVSL,1/6/2024,1/6/2024,Saturday,20:43:18,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU6008104,MLH,3/10/2024,3/10/2024,Sunday,15:31:51,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty
WIKU9645664,ESL,9/1/2024,9/1/2024,Sunday,20:27:02,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU8574902,APL,5/10/2024,5/10/2024,Friday,2:19:50,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU7160793,MLH,4/12/2024,4/12/2024,Friday,9:12:30,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU6645344,MLH,8/28/2024,8/28/2024,Wednesday,8:39:06,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU7463772,ESL,12/20/2024,12/20/2024,Friday,8:24:19,AM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU7444859,APL,1/16/2024,1/16/2024,Tuesday,13:47:43,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,EXP,Export Service
ESDU7101347,APL,10/30/2024,10/30/2024,Wednesday,5:45:05,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU4716776,ESL,10/27/2024,10/27/2024,Sunday,4:23:52,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU9727248,HLL,11/14/2024,11/14/2024,Thursday,23:43:56,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU8999377,HLL,8/29/2024,8/29/2024,Thursday,19:35:35,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,T/S,Transhipment
ESDU3394770,NVSL,11/27/2024,11/27/2024,Wednesday,15:11:18,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU9187347,ESL,9/28/2024,9/28/2024,Saturday,14:16:10,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU2912563,APL,12/18/2024,12/18/2024,Wednesday,7:26:24,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU3320112,ESL,4/20/2024,4/20/2024,Saturday,8:18:34,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,T/S,Transhipment
ESDU5603493,MLH,2/7/2024,2/7/2024,Wednesday,7:47:52,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
WFHU7957029,ESL,7/25/2024,7/25/2024,Thursday,23:53:11,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU3709513,MLH,10/16/2024,10/16/2024,Wednesday,6:21:01,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU1393852,APL,7/30/2024,7/30/2024,Tuesday,8:48:37,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU8129178,HLL,9/10/2024,9/10/2024,Tuesday,13:00:49,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU9881904,APL,7/15/2024,7/15/2024,Monday,9:54:35,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU4440578,MLH,2/6/2024,2/6/2024,Tuesday,20:16:06,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU5173432,MLH,10/17/2024,10/17/2024,Thursday,23:31:09,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU5720112,APL,1/15/2024,1/15/2024,Monday,14:41:35,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU1801514,MLH,3/10/2024,3/10/2024,Sunday,19:46:11,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU4508179,HLL,2/22/2024,2/22/2024,Thursday,22:43:59,PM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,MT,Empty
WIKU8598310,NVSL,2/9/2024,2/9/2024,Friday,9:03:40,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU5512979,ESL,3/19/2024,3/19/2024,Tuesday,20:27:34,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU2668569,MLH,5/6/2024,5/6/2024,Monday,4:29:04,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU2277981,APL,7/27/2024,7/27/2024,Saturday,5:50:40,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU4840701,ESL,2/15/2024,2/15/2024,Thursday,7:32:31,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU1558843,NVSL,12/7/2024,12/7/2024,Saturday,23:54:43,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
GCSU9806490,APL,1/16/2024,1/16/2024,Tuesday,2:34:22,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU8235398,MLH,10/18/2024,10/18/2024,Friday,6:42:53,AM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,EXP,Export Service
GCSU9022557,ESL,1/7/2024,1/7/2024,Sunday,9:51:10,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
GCSU5055193,ESL,6/29/2024,6/29/2024,Saturday,23:24:14,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
WFHU9048128,HLL,3/19/2024,3/19/2024,Tuesday,21:02:16,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
GCSU2965540,APL,2/8/2024,2/8/2024,Thursday,18:14:41,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty
ESDU9272958,APL,12/5/2024,12/5/2024,Thursday,5:01:43,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU3988510,MLH,3/25/2024,3/25/2024,Monday,9:22:24,AM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty
WIKU2389128,HLL,12/15/2024,12/15/2024,Sunday,17:45:59,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU5268716,HLL,4/4/2024,4/4/2024,Thursday,13:56:36,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU1632811,MLH,2/1/2024,2/1/2024,Thursday,22:15:27,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
TRLU2001893,MLH,8/27/2024,8/27/2024,Tuesday,4:11:19,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU4050189,HLL,6/21/2024,6/21/2024,Friday,3:34:42,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU6583928,MLH,12/17/2024,12/17/2024,Tuesday,19:59:43,PM,STD,Standard,22G0,20,8'6'',8,No Ventilation,No,MT,Empty
WFHU9847501,MLH,4/18/2024,4/18/2024,Thursday,21:07:28,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
WFHU4430561,HLL,8/5/2024,8/5/2024,Monday,3:42:34,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,EXP,Export Service
WIKU7663603,HLL,4/10/2024,4/10/2024,Wednesday,7:54:55,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU7503099,NVSL,2/5/2024,2/5/2024,Monday,19:09:42,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU5006919,ESL,12/13/2024,12/13/2024,Friday,9:24:49,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,T/S,Transhipment
WFHU1477947,MLH,9/28/2024,9/28/2024,Saturday,0:17:51,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU3689214,MLH,7/15/2024,7/15/2024,Monday,18:32:37,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,T/S,Transhipment
WFHU7838349,HLL,6/4/2024,6/4/2024,Tuesday,11:56:02,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
TRLU6052323,HLL,10/16/2024,10/16/2024,Wednesday,1:12:31,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU9260194,ESL,9/28/2024,9/28/2024,Saturday,3:21:14,AM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty
WFHU7461876,NVSL,2/5/2024,2/5/2024,Monday,23:57:37,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,EXP,Export Service
ESDU4460164,ESL,3/29/2024,3/29/2024,Friday,17:49:53,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty
ESDU4487074,MLH,3/11/2024,3/11/2024,Monday,14:23:44,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU2876945,NVSL,3/27/2024,3/27/2024,Wednesday,0:48:24,AM,STD,Standard,2210,20,8'6'',8,Ventilated,No,MT,Empty
WFHU8183450,MLH,11/13/2024,11/13/2024,Wednesday,16:37:23,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU7931663,APL,11/29/2024,11/29/2024,Friday,23:27:29,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU5784977,NVSL,7/15/2024,7/15/2024,Monday,19:11:25,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU5583536,APL,9/18/2024,9/18/2024,Wednesday,3:10:53,AM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty
GCSU5816997,APL,11/6/2024,11/6/2024,Wednesday,10:28:53,AM,STD,Standard,2210,20,8'6'',8,Ventilated,No,MT,Empty
TRLU1823341,HLL,7/17/2024,7/17/2024,Wednesday,13:11:01,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WFHU6018624,MLH,1/28/2024,1/28/2024,Sunday,17:12:32,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU4236361,NVSL,10/8/2024,10/8/2024,Tuesday,0:45:03,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU6038652,NVSL,12/30/2024,12/30/2024,Monday,5:11:49,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU7461777,APL,2/9/2024,2/9/2024,Friday,4:59:32,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU4145726,HLL,4/28/2024,4/28/2024,Sunday,6:58:34,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service
TRLU9773277,APL,8/7/2024,8/7/2024,Wednesday,6:18:37,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
ESDU2060027,HLL,8/1/2024,8/1/2024,Thursday,18:48:31,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty
WFHU5257673,NVSL,12/4/2024,12/4/2024,Wednesday,23:58:32,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU6251697,APL,2/9/2024,2/9/2024,Friday,13:02:33,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU3278980,HLL,1/29/2024,1/29/2024,Monday,16:39:39,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty
ESDU5082435,NVSL,9/18/2024,9/18/2024,Wednesday,4:43:58,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU2910673,ESL,12/20/2024,12/20/2024,Friday,2:29:29,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU7680006,MLH,10/23/2024,10/23/2024,Wednesday,6:41:44,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU9259134,APL,12/10/2024,12/10/2024,Tuesday,18:07:43,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU2878421,HLL,10/20/2024,10/20/2024,Sunday,21:36:26,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service
GCSU1604579,HLL,7/1/2024,7/1/2024,Monday,5:33:14,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU9572398,MLH,1/19/2024,1/19/2024,Friday,7:18:01,AM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty
ESDU4673017,APL,1/1/2024,1/1/2024,Monday,20:27:44,PM,TNK,Tank,2270,20,8'6'',8,Pressurized,No,MT,Empty
GCSU6967114,ESL,6/12/2024,6/12/2024,Wednesday,18:41:02,PM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,MT,Empty
WIKU4885542,MLH,6/20/2024,6/20/2024,Thursday,13:43:43,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU6358477,APL,12/19/2024,12/19/2024,Thursday,1:06:53,AM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty
GCSU2729159,APL,3/27/2024,3/27/2024,Wednesday,3:19:02,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU6284674,HLL,4/1/2024,4/1/2024,Monday,5:30:34,AM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,MT,Empty
GCSU4976123,HLL,7/13/2024,7/13/2024,Saturday,13:24:41,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU3467552,HLL,1/6/2024,1/6/2024,Saturday,3:21:31,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU2944819,APL,11/15/2024,11/15/2024,Friday,12:46:32,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
WFHU4160434,ESL,10/6/2024,10/6/2024,Sunday,7:36:10,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU3343629,NVSL,12/10/2024,12/10/2024,Tuesday,3:05:43,AM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty
WFHU5825270,ESL,6/23/2024,6/23/2024,Sunday,13:40:42,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU5815402,MLH,2/29/2024,2/29/2024,Thursday,12:24:55,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service
GCSU4613107,APL,12/8/2024,12/8/2024,Sunday,18:11:05,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
ESDU9945717,MLH,2/24/2024,2/24/2024,Saturday,7:39:18,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU4695472,HLL,5/9/2024,5/9/2024,Thursday,9:39:02,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU7271904,HLL,5/3/2024,5/3/2024,Friday,1:21:55,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
GCSU5766718,NVSL,12/11/2024,12/11/2024,Wednesday,20:12:20,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU8812743,MLH,2/4/2024,2/4/2024,Sunday,3:31:20,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU2503895,APL,6/16/2024,6/16/2024,Sunday,10:52:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service
GCSU6731054,APL,2/25/2024,2/25/2024,Sunday,17:52:35,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU2823772,HLL,11/1/2024,11/1/2024,Friday,5:35:13,AM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,EXP,Export Service
ESDU4571545,NVSL,6/29/2024,6/29/2024,Saturday,9:44:36,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
ESDU1310197,HLL,7/23/2024,7/23/2024,Tuesday,18:52:28,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service
WFHU7374764,APL,3/29/2024,3/29/2024,Friday,6:08:37,AM,STD,Standard,42G1,40,8'6'',8,No Ventilation,No,MT,Empty
TRLU3643184,NVSL,3/12/2024,3/12/2024,Tuesday,22:26:02,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU9356541,NVSL,9/16/2024,9/16/2024,Monday,9:57:01,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU6272858,HLL,9/18/2024,9/18/2024,Wednesday,8:09:09,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU6893887,HLL,5/20/2024,5/20/2024,Monday,21:55:17,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU3390533,HLL,5/13/2024,5/13/2024,Monday,5:35:10,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,T/S,Transhipment
WIKU1001818,NVSL,5/20/2024,5/20/2024,Monday,20:00:31,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
WFHU5327558,MLH,3/31/2024,3/31/2024,Sunday,21:26:52,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU9228485,NVSL,6/28/2024,6/28/2024,Friday,22:46:45,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty
TRLU8210756,HLL,1/11/2024,1/11/2024,Thursday,21:31:52,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,EXP,Export Service
ESDU5572119,NVSL,12/13/2024,12/13/2024,Friday,19:43:16,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU6753349,APL,3/17/2024,3/17/2024,Sunday,22:19:01,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU6290659,MLH,7/1/2024,7/1/2024,Monday,18:45:54,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty
WFHU2452532,MLH,12/24/2024,12/24/2024,Tuesday,0:32:46,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU3627686,NVSL,12/15/2024,12/15/2024,Sunday,12:12:20,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
GCSU6359756,MLH,3/19/2024,3/19/2024,Tuesday,10:45:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
TRLU8970037,HLL,4/19/2024,4/19/2024,Friday,15:38:09,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU6024197,APL,5/29/2024,5/29/2024,Wednesday,21:56:47,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU8200640,NVSL,5/25/2024,5/25/2024,Saturday,6:10:55,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
WIKU5416722,NVSL,1/10/2024,1/10/2024,Wednesday,12:10:55,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty
ESDU6061724,MLH,1/25/2024,1/25/2024,Thursday,2:08:18,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU1947502,NVSL,2/29/2024,2/29/2024,Thursday,23:45:05,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU7841934,ESL,11/12/2024,11/12/2024,Tuesday,22:20:23,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
ESDU8414048,ESL,10/4/2024,10/4/2024,Friday,14:31:21,PM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU1546776,HLL,1/19/2024,1/19/2024,Friday,20:23:02,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU5461040,APL,8/20/2024,8/20/2024,Tuesday,22:03:40,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,T/S,Transhipment
ESDU5982625,NVSL,2/22/2024,2/22/2024,Thursday,7:39:04,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU1667084,ESL,3/16/2024,3/16/2024,Saturday,12:12:20,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty
WIKU6738081,ESL,11/4/2024,11/4/2024,Monday,1:53:51,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU1828922,HLL,8/7/2024,8/7/2024,Wednesday,9:02:08,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU7552324,NVSL,6/1/2024,6/1/2024,Saturday,10:22:54,AM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU8347075,NVSL,4/3/2024,4/3/2024,Wednesday,0:36:57,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU5276604,MLH,2/19/2024,2/19/2024,Monday,17:42:56,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU1945683,NVSL,10/17/2024,10/17/2024,Thursday,19:42:23,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU8798647,HLL,1/13/2024,1/13/2024,Saturday,14:09:48,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU2539511,ESL,12/21/2024,12/21/2024,Saturday,6:50:17,AM,STD,Standard,42G1,40,8'6'',8,No Ventilation,No,T/S,Transhipment
WFHU9146815,ESL,2/7/2024,2/7/2024,Wednesday,20:00:22,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,T/S,Transhipment
WFHU3269149,ESL,2/17/2024,2/17/2024,Saturday,20:25:45,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU4454309,NVSL,2/27/2024,2/27/2024,Tuesday,2:07:31,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU6447872,NVSL,7/25/2024,7/25/2024,Thursday,8:59:29,AM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty
ESDU9284693,APL,9/20/2024,9/20/2024,Friday,1:46:58,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WFHU2209559,HLL,6/6/2024,6/6/2024,Thursday,11:34:25,AM,OT,Open Top,22U1,20,8'6'',8,Ventilated,No,MT,Empty
GCSU2998400,HLL,5/6/2024,5/6/2024,Monday,11:34:48,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU4792706,ESL,8/9/2024,8/9/2024,Friday,3:35:33,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU3524518,APL,1/19/2024,1/19/2024,Friday,0:45:33,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU9842381,HLL,11/1/2024,11/1/2024,Friday,13:06:26,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU2853480,HLL,11/12/2024,11/12/2024,Tuesday,4:16:38,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU5289679,HLL,10/6/2024,10/6/2024,Sunday,20:00:58,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU3586032,MLH,4/18/2024,4/18/2024,Thursday,11:13:41,AM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,MT,Empty
WIKU9391321,APL,2/19/2024,2/19/2024,Monday,11:33:01,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
ESDU1936278,MLH,5/1/2024,5/1/2024,Wednesday,12:03:55,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU9075685,NVSL,12/9/2024,12/9/2024,Monday,0:55:54,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU9432609,HLL,7/29/2024,7/29/2024,Monday,21:04:32,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty
TRLU4633449,ESL,5/14/2024,5/14/2024,Tuesday,11:46:22,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,T/S,Transhipment
WIKU8988768,APL,7/31/2024,7/31/2024,Wednesday,13:21:41,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU1341599,APL,7/28/2024,7/28/2024,Sunday,23:18:45,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU6596075,MLH,11/1/2024,11/1/2024,Friday,11:17:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU3353461,ESL,12/18/2024,12/18/2024,Wednesday,21:51:20,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU7074832,NVSL,6/7/2024,6/7/2024,Friday,22:27:48,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU9136094,MLH,12/15/2024,12/15/2024,Sunday,8:39:59,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU7450384,ESL,1/19/2024,1/19/2024,Friday,23:52:46,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
GCSU9090019,ESL,1/26/2024,1/26/2024,Friday,5:12:54,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU7596674,HLL,7/30/2024,7/30/2024,Tuesday,6:39:22,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU1696457,ESL,4/2/2024,4/2/2024,Tuesday,1:39:51,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU8501560,APL,4/21/2024,4/21/2024,Sunday,1:28:35,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
